AM,Amazonas
AM,Amazonas,Manaus
AM,Amazonas,Manaus,NSª das Graças
AM,Amazonas,Manaus,Nsa Sra das Graças
AM,Amazonas,Manaus,Oriental
AM,Amazonas,Manaus,Oswaldo Cruz
AM,Amazonas,Manaus,Ouro Verde
AM,Amazonas,Manaus,Parque 10 Novembro/Cidade
AM,Amazonas,Manaus,Parque 10 Novembro/Cidade Nova
AM,Amazonas,Manaus,PARQUE DEZ DE NOVEMBRO
AM,Amazonas,Manaus,Parque Flores
AM,Amazonas,Manaus,Parque Itapuranga III
AM,Amazonas,Manaus,Parque Res Itapuranga I
AM,Amazonas,Manaus,Parque Res Ponte Bolívia
AM,Amazonas,Manaus,Paz
AM,Amazonas,Manaus,Pça 14 de Janeiro
AM,Amazonas,Manaus,Penha
AM,Amazonas,Manaus,Petrópolis
AM,Amazonas,Manaus,Planalto
AM,Amazonas,Manaus,Planalto Campos Elíseos
AM,Amazonas,Manaus,Ponta Negra
AM,Amazonas,Manaus,Pq 10 de Novembro
AM,Amazonas,Manaus,Pq Adrianópolis
AM,Amazonas,Manaus,Pq dos Estados
AM,Amazonas,Manaus,Pq Itapuranga
AM,Amazonas,Manaus,Pq Laranjeiras
AM,Amazonas,Manaus,Pq Riachuelo
AM,Amazonas,Manaus,Praça 14 de Janeiro
AM,Amazonas,Manaus,Praça Quatorze de Janeiro
AM,Amazonas,Manaus,Presidente Vargas
AM,Amazonas,Manaus,Raiz
AM,Amazonas,Manaus,Recreio dos Bandeirantes
AM,Amazonas,Manaus,Redenção
AM,Amazonas,Manaus,Residencial Bosque Estrelas
AM,Amazonas,Manaus,Residencial Jardim Flamboyant
AM,Amazonas,Manaus,Residencial Jardim Imperial
AM,Amazonas,Manaus,Residencial Rio Rei
AM,Amazonas,Manaus,Riacho Doce
AM,Amazonas,Manaus,Riacho Doce III
AM,Amazonas,Manaus,Rio Piorini
AM,Amazonas,Manaus,Santa Cruz
AM,Amazonas,Manaus,Santa Etelvina
AM,Amazonas,Manaus,Santa Inês
AM,Amazonas,Manaus,Santa Luzia
AM,Amazonas,Manaus,Santa Tereza
AM,Amazonas,Manaus,Santa Terezinha
AM,Amazonas,Manaus,Santo Agostinho
AM,Amazonas,Manaus,Santo Antônio
AM,Amazonas,Manaus,São Francisco
AM,Amazonas,Manaus,São Geraldo
AM,Amazonas,Manaus,São Jorge
AM,Amazonas,Manaus,São José  1
AM,Amazonas,Manaus,São José 2
AM,Amazonas,Manaus,São José l
AM,Amazonas,Manaus,Sao Jose Operario
AM,Amazonas,Manaus,São Lázaro
AM,Amazonas,Manaus,São Lucas
AM,Amazonas,Manaus,São Raimundo
AM,Amazonas,Manaus,São Sebastião
AM,Amazonas,Manaus,SãoJosé I
AM,Amazonas,Manaus,Sem Bairro
AM,Amazonas,Manaus,Shangrilá IV
AM,Amazonas,Manaus,Solar Flores
AM,Amazonas,Manaus,Tancredo Neves
AM,Amazonas,Manaus,Tarumã
AM,Amazonas,Manaus,Tauá
AM,Amazonas,Manaus,Telégrafo
AM,Amazonas,Manaus,Tropical
AM,Amazonas,Manaus,União
AM,Amazonas,Manaus,União - Parque 10 
AM,Amazonas,Manaus,União Vitória
AM,Amazonas,Manaus,Val Paraíso
AM,Amazonas,Manaus,Vale do Amanhecer
AM,Amazonas,Manaus,Vale Sinai
AM,Amazonas,Manaus,Vieira Alves
AM,Amazonas,Manaus,Vila Alfredo Nascimento
AM,Amazonas,Manaus,Vila Buriti
AM,Amazonas,Manaus,Vila Felicidade
AM,Amazonas,Manaus,Vila Operaria
AM,Amazonas,Manaus,Vila Prata
AM,Amazonas,Manaus,Vila São José Rio Negro
AM,Amazonas,Manaus,Vila Versalles
AM,Amazonas,Manaus,Vivenda Verde
AM,Amazonas,Manaus,Zona Rural
AM,Amazonas,Manaus,Zumbi
AM,Amazonas,Manaus,Zumbi dos Palmares
AM,Amazonas,Manaus,Zumbi dos Palmares I
AM,Amazonas,Manaus,Zumbi dos Palmares II
AM,Amazonas,Manaus,Zumbi dos Palmares III
AM,Amazonas,Manicoré
AM,Amazonas,Manicoré,Aeroporto
AM,Amazonas,Manicoré,Areal
AM,Amazonas,Manicoré,Auxiliadora
AM,Amazonas,Manicoré,Centro
AM,Amazonas,Manicoré,Cj Ipasea
AM,Amazonas,Manicoré,Embratel
AM,Amazonas,Manicoré,Manicorezinho
AM,Amazonas,Manicoré,Miralar
AM,Amazonas,Manicoré,Newton Cabral
AM,Amazonas,Manicoré,Ns Aparecida
AM,Amazonas,Manicoré,Rocinha
AM,Amazonas,Manicoré,Rosario
AM,Amazonas,Manicoré,Santa Luzia
AM,Amazonas,Manicoré,Santa Maria Mazarello
AM,Amazonas,Manicoré,Santa Maria Mazzarel
AM,Amazonas,Manicoré,Sao Domingos Savio
AM,Amazonas,Manicoré,Sham
AM,Amazonas,Maraã
AM,Amazonas,Maraã,Benedito Ramos
AM,Amazonas,Maraã,Centro
AM,Amazonas,Maraã,Odorico Bezerra
AM,Amazonas,Maturacá
AM,Amazonas,Maturacá,Centro
AM,Amazonas,Maués
AM,Amazonas,Maués,Antonio Negreiros
AM,Amazonas,Maués,Centro
AM,Amazonas,Maués,Conjunto Manauense
AM,Amazonas,Maués,Coronel Negreiros
AM,Amazonas,Maués,Dunga Micheles
AM,Amazonas,Maués,Eden
AM,Amazonas,Maués,Maresia
AM,Amazonas,Maués,Mario Fonseca
AM,Amazonas,Maués,Mirante Eden
AM,Amazonas,Maués,Mundurucania
AM,Amazonas,Maués,Ramalho Jr
AM,Amazonas,Maués,Santa Tereza
AM,Amazonas,Maués,Suhab
AM,Amazonas,Mocambo
AM,Amazonas,Mocambo,Centro
AM,Amazonas,Moura - Barcelos
AM,Amazonas,Murutinga
AM,Amazonas,Murutinga,Centro
AM,Amazonas,Nhamundá
AM,Amazonas,Nhamundá,Centro
AM,Amazonas,Nhamundá,Gilberto Mestrinho
AM,Amazonas,Nhamundá,Liberdade
AM,Amazonas,Nhamundá,Novo
AM,Amazonas,Nhamundá,Santo Antonio
AM,Amazonas,Nhamundá,Sham
AM,Amazonas,Nossa Senhora de Fátima - Manaus
AM,Amazonas,Nossa Senhora de Fátima - Manaus,Centro
AM,Amazonas,Nossa Senhora do Livramento
AM,Amazonas,Nossa Senhora do Livramento,Centro
AM,Amazonas,Nossa Senhora do Livramento do Tarumã
AM,Amazonas,Nossa Senhora do Livramento do Tarumã,Centro
AM,Amazonas,Nossa Senhora do Perpétuo Socorro
AM,Amazonas,Nossa Senhora do Perpétuo Socorro,Centro
AM,Amazonas,Nova Itália
AM,Amazonas,Nova Itália,Centro
AM,Amazonas,Nova Olinda do Norte
AM,Amazonas,Nova Olinda do Norte,Aerolandia
AM,Amazonas,Nova Olinda do Norte,Centro
AM,Amazonas,Nova Olinda do Norte,Chicolandia
AM,Amazonas,Nova Olinda do Norte,Nova Aerolandia
AM,Amazonas,Nova Olinda do Norte,Ns Fatima
AM,Amazonas,Nova Olinda do Norte,Santa Luzia
AM,Amazonas,Nova Olinda do Norte,Sarapolandia
AM,Amazonas,Nova Olinda do Norte,Vale Sol
AM,Amazonas,Novo Airão
AM,Amazonas,Novo Airão,Anavilhanas
AM,Amazonas,Novo Airão,Bandeirante
AM,Amazonas,Novo Airão,Centro
AM,Amazonas,Novo Airão,Eduardo Braga
AM,Amazonas,Novo Airão,Jardim Wilton
AM,Amazonas,Novo Airão,Murici
AM,Amazonas,Novo Airão,Nova Esperanca
AM,Amazonas,Novo Airão,Ns Auxiliadora
AM,Amazonas,Novo Airão,Olaria
AM,Amazonas,Novo Airão,Remanso
AM,Amazonas,Novo Airão,São Sebastião
AM,Amazonas,Novo Aripuanã
AM,Amazonas,Novo Aripuanã,Bolivia
AM,Amazonas,Novo Aripuanã,Centro
AM,Amazonas,Novo Aripuanã,Japiim
AM,Amazonas,Novo Aripuanã,Ns Conceição
AM,Amazonas,Novo Aripuanã,Tucuma
AM,Amazonas,Novo Aripuanã,Tv
AM,Amazonas,Novo Remanso
AM,Amazonas,Novo Remanso,Canaa
AM,Amazonas,Novo Remanso,Centro
AM,Amazonas,Palmeira do Javari - Atalaia do Norte
AM,Amazonas,Pari Cachoeira
AM,Amazonas,Pari Cachoeira,Aparecida
AM,Amazonas,Pari Cachoeira,Centro
AM,Amazonas,Paricatuba - Iranduba
AM,Amazonas,Paricatuba - Iranduba,Centro
AM,Amazonas,Parintins
AM,Amazonas,Parintins,Castanheira
AM,Amazonas,Parintins,Centro
AM,Amazonas,Parintins,Distrito Industrial
AM,Amazonas,Parintins,Djard Vieira
AM,Amazonas,Parintins,Emilio Moreira
AM,Amazonas,Parintins,Francesa
AM,Amazonas,Parintins,Itaúna
AM,Amazonas,Parintins,Itauna 2
AM,Amazonas,Parintins,Itaúna I
AM,Amazonas,Parintins,Joao Novo
AM,Amazonas,Parintins,Joao Ribeiro
AM,Amazonas,Parintins,Jose Esteves
AM,Amazonas,Parintins,Macucaua
AM,Amazonas,Parintins,Macurany
AM,Amazonas,Parintins,n Senhora Fatima
AM,Amazonas,Parintins,Palmares
AM,Amazonas,Parintins,Paulo Correa
AM,Amazonas,Parintins,Pqe Ileana
AM,Amazonas,Parintins,Santa Clara
AM,Amazonas,Parintins,Santa r Cassia
AM,Amazonas,Parintins,Sao Benedito
AM,Amazonas,Parintins,Sao Francisco Ass
AM,Amazonas,Parintins,Sao Jose
AM,Amazonas,Parintins,Sao Jose Operario
AM,Amazonas,Parintins,Sao Vicente Paula
AM,Amazonas,Parintins,Vitoria Regia
AM,Amazonas,Pauini
AM,Amazonas,Pauini,Centro
AM,Amazonas,Pauini,Cidade Alta
AM,Amazonas,Pauini,Fortaleza
AM,Amazonas,Pauini,Pantanal
AM,Amazonas,Pedras
AM,Amazonas,Pedras,Centro
AM,Amazonas,Pitinga
AM,Amazonas,Pitinga,Area Rural
AM,Amazonas,Pitinga,Sem Bairro
AM,Amazonas,Pitinga,Vila a
AM,Amazonas,Pitinga,Vila b
AM,Amazonas,Pitinga,Vila C1
AM,Amazonas,Pitinga,Vila C2
AM,Amazonas,Platô de Piquiá
AM,Amazonas,Platô de Piquiá,Plato Piquia
AM,Amazonas,Porto da Balsa do Careiro
AM,Amazonas,Porto da Balsa do Careiro,Centro
AM,Amazonas,Presidente Figueiredo
AM,Amazonas,Presidente Figueiredo,Centro
AM,Amazonas,Presidente Figueiredo,Curupira
AM,Amazonas,Presidente Figueiredo,Honório Roldão
AM,Amazonas,Presidente Figueiredo,Jose Dutra
AM,Amazonas,Presidente Figueiredo,Morada Sol
AM,Amazonas,Presidente Figueiredo,Multirao
AM,Amazonas,Presidente Figueiredo,Sapolandia
AM,Amazonas,Presidente Figueiredo,Sol Nascente
AM,Amazonas,Presidente Figueiredo,Tancredo Neves
AM,Amazonas,Puraquequara
AM,Amazonas,Puraquequara,Centro
AM,Amazonas,Puraquequara,Vila Puraquequara
AM,Amazonas,Repartimento do Tuiué
AM,Amazonas,Repartimento do Tuiué,Centro
AM,Amazonas,Rio Ariaú
AM,Amazonas,Rio Ariaú,Centro
AM,Amazonas,Rio Ariaú,Com Rio Ariau
AM,Amazonas,Rio Preto da Eva
AM,Amazonas,Rio Preto da Eva,31 Marco
AM,Amazonas,Rio Preto da Eva,Area Rural
AM,Amazonas,Rio Preto da Eva,Centro
AM,Amazonas,Rio Preto da Eva,Cj Loteam Monte Cast
AM,Amazonas,Rio Preto da Eva,Monte Castelo
AM,Amazonas,Rio Preto da Eva,Monte Castelo i
AM,Amazonas,Rio Preto da Eva,Monte Castelo II
AM,Amazonas,Rio Preto da Eva,Paz
AM,Amazonas,Rio Preto da Eva,São Benedito
AM,Amazonas,Rio Preto da Eva,Uniao
AM,Amazonas,Rio Preto da Eva,Zona Rural
AM,Amazonas,Rio Urubu II
AM,Amazonas,Rio Urubu II,Centro
AM,Amazonas,Rio Urubu II,Nova Esperanca
AM,Amazonas,Rumo Certo
AM,Amazonas,Rumo Certo,Centro
AM,Amazonas,Santa Isabel do Rio Negro
AM,Amazonas,Santa Isabel do Rio Negro,Alvaro Maia
AM,Amazonas,Santa Isabel do Rio Negro,Aparecida
AM,Amazonas,Santa Isabel do Rio Negro,Centro
AM,Amazonas,Santa Isabel do Rio Negro,Santa Ines
AM,Amazonas,Santa Isabel do Rio Negro,Santa Isabel
AM,Amazonas,Santa Isabel do Rio Negro,Santana
AM,Amazonas,Santa Isabel do Rio Negro,Sao Jose Operario
AM,Amazonas,Santa Isabel do Rio Negro,Sao Judas Tadeu
AM,Amazonas,Santo Antônio do Içá
AM,Amazonas,Santo Antônio do Içá,Campina
AM,Amazonas,Santo Antônio do Içá,Centro
AM,Amazonas,Santo Antônio do Içá,Cosama
AM,Amazonas,Santo Antônio do Içá,Independencia
AM,Amazonas,Santo Antônio do Içá,Pres Vargas
AM,Amazonas,Santo Antônio do Içá,Santa Etelvina
AM,Amazonas,Santo Antônio do Içá,Sao Francisco
AM,Amazonas,Santo Antônio do Içá,Taboca
AM,Amazonas,Santo Antônio do Matupi
AM,Amazonas,São Francisco do Tonantins
AM,Amazonas,São Francisco do Tonantins,Centro
AM,Amazonas,São Francisco do Tonantins,Com Sao f Tonantins
AM,Amazonas,São Gabriel da Cachoeira
AM,Amazonas,São Gabriel da Cachoeira,Areal
AM,Amazonas,São Gabriel da Cachoeira,Boa Esperanca
AM,Amazonas,São Gabriel da Cachoeira,Cachoeirinha
AM,Amazonas,São Gabriel da Cachoeira,Centro
AM,Amazonas,São Gabriel da Cachoeira,Dabaru
AM,Amazonas,São Gabriel da Cachoeira,Fortaleza
AM,Amazonas,São Gabriel da Cachoeira,Graciliano Goncalves
AM,Amazonas,São Gabriel da Cachoeira,Nova Esperanca
AM,Amazonas,São Gabriel da Cachoeira,Padre Cicero
AM,Amazonas,São Gabriel da Cachoeira,Paz
AM,Amazonas,São Gabriel da Cachoeira,Praia
AM,Amazonas,São Gabriel da Cachoeira,Sao Joao
AM,Amazonas,São Gabriel da Cachoeira,Sao Sebastiao
AM,Amazonas,São Gabriel da Cachoeira,Vila Mecanizacao
AM,Amazonas,São Gabriel da Cachoeira,Vila Militar
AM,Amazonas,São Gabriel da Cachoeira,Vila Oficiais
AM,Amazonas,São João - Manaus
AM,Amazonas,São João - Manaus,Centro
AM,Amazonas,São José do Amparo
AM,Amazonas,São José do Amparo,Centro
AM,Amazonas,São Paulo - Boca do Acre
AM,Amazonas,São Paulo - Boca do Acre,Centro
AM,Amazonas,São Paulo de Olivença
AM,Amazonas,São Paulo de Olivença,Benjamin Constant
AM,Amazonas,São Paulo de Olivença,Bonfim
AM,Amazonas,São Paulo de Olivença,Campinas
AM,Amazonas,São Paulo de Olivença,Centro
AM,Amazonas,São Paulo de Olivença,Col Sao Sebastiao
AM,Amazonas,São Paulo de Olivença,Jose c Mestrinho
AM,Amazonas,São Paulo de Olivença,Santa Terezinha
AM,Amazonas,São Paulo de Olivença,Sao Joao
AM,Amazonas,São Paulo de Olivença,Vila Militar
AM,Amazonas,São Sebastião do Uatumã
AM,Amazonas,São Sebastião do Uatumã,Centro
AM,Amazonas,São Sebastião do Uatumã,Santa Maria
AM,Amazonas,São Sebastião do Uatumã,Sao Francisco
AM,Amazonas,São Sebastião do Uatumã,Trindade
AM,Amazonas,Silves
AM,Amazonas,Silves,Centro
AM,Amazonas,Silves,Mocajatuba
AM,Amazonas,Silves,Panorama
AM,Amazonas,Silves,Vila Costa
AM,Amazonas,Sucunduri
AM,Amazonas,Sucunduri,Centro
AM,Amazonas,Tabatinga
AM,Amazonas,Tabatinga,Brilhante
AM,Amazonas,Tabatinga,Centro
AM,Amazonas,Tabatinga,Comara
AM,Amazonas,Tabatinga,Comunicacao
AM,Amazonas,Tabatinga,Comunidade Bom Jesus
AM,Amazonas,Tabatinga,d Pedro i
AM,Amazonas,Tabatinga,Fronteira
AM,Amazonas,Tabatinga,Gm 3
AM,Amazonas,Tabatinga,Ibirapuera
AM,Amazonas,Tabatinga,Marco
AM,Amazonas,Tabatinga,Nova Esperanca
AM,Amazonas,Tabatinga,Portobras
AM,Amazonas,Tabatinga,Rui Barbosa
AM,Amazonas,Tabatinga,Santa Rosa
AM,Amazonas,Tabatinga,Santos Dumont
AM,Amazonas,Tabatinga,Sao Francisco
AM,Amazonas,Tabatinga,Tancredo Neves
AM,Amazonas,Tabatinga,Umariacu ii
AM,Amazonas,Tabatinga,Vila Militar
AM,Amazonas,Tapauá
AM,Amazonas,Tapauá,Acai
AM,Amazonas,Tapauá,Centro
AM,Amazonas,Tapauá,Manoel Costa
AM,Amazonas,Tapauá,Mutirao
AM,Amazonas,Tapauá,Sao Joao
AM,Amazonas,Tefé
AM,Amazonas,Tefé,Abial
AM,Amazonas,Tefé,Aeroporto
AM,Amazonas,Tefé,Boa Sorte
AM,Amazonas,Tefé,Centro
AM,Amazonas,Tefé,Cj dos Oficiais
AM,Amazonas,Tefé,Conjunto 31 de Marco
AM,Amazonas,Tefé,Fonte Boa
AM,Amazonas,Tefé,Jerusalem
AM,Amazonas,Tefé,Jurua
AM,Amazonas,Tefé,Monte Castelo
AM,Amazonas,Tefé,Mutirao
AM,Amazonas,Tefé,Ns Fátima
AM,Amazonas,Tefé,Olaria
AM,Amazonas,Tefé,Prainha
AM,Amazonas,Tefé,Santa Luzia
AM,Amazonas,Tefé,Santa Rosa
AM,Amazonas,Tefé,Santa Tereza
AM,Amazonas,Tefé,Santo Antonio
AM,Amazonas,Tefé,Sao Francisco
AM,Amazonas,Tefé,Sao Joao
AM,Amazonas,Tefé,São José
AM,Amazonas,Tefé,Sao Raimundo
AM,Amazonas,Tefé,Vila Batalha
AM,Amazonas,Tefé,Vila Militar
AM,Amazonas,Terra Preta do Limão
AM,Amazonas,Terra Preta do Limão,Centro
AM,Amazonas,Tonantins
AM,Amazonas,Tonantins,Centro
AM,Amazonas,Tonantins,Com Sao f Tonantins
AM,Amazonas,Tonantins,Missoes
AM,Amazonas,Tonantins,Santo Antonio
AM,Amazonas,Tonantins,Sao Cristovao
AM,Amazonas,Uarini
AM,Amazonas,Uarini,Centro
AM,Amazonas,Urucará
AM,Amazonas,Urucará,Amarany
AM,Amazonas,Urucará,Aparecida
AM,Amazonas,Urucará,Castanhal
AM,Amazonas,Urucará,Centro
AM,Amazonas,Urucará,Cetru
AM,Amazonas,Urucará,Santa Luzia
AM,Amazonas,Urucará,Sao Jorge
AM,Amazonas,Urucará,Sao Jose
AM,Amazonas,Urucará,Sao Pedro
AM,Amazonas,Urucurituba
AM,Amazonas,Urucurituba,Aparecida
AM,Amazonas,Urucurituba,Centro
AM,Amazonas,Urucurituba,Lindo Amanhecer
AM,Amazonas,Urucurituba,Livramento
AM,Amazonas,Urucurituba,Pedreiras
AM,Amazonas,Urucurituba,Sao Lazaro
AM,Amazonas,Urucurituba II
AM,Amazonas,Urucurituba II,Centro
AM,Amazonas,Vila Amazônia
AM,Amazonas,Vila Amazônia,Centro
AM,Amazonas,Vila Bittencourt - Japurá
AM,Amazonas,Vila Campinas
AM,Amazonas,Vila Campinas,Centro
AM,Amazonas,Vila do Samaúma
AM,Amazonas,Vila do Samaúma,Centro
AM,Amazonas,Vila Rica de Caviana
AM,Amazonas,Vila Rica de Caviana,Centro
AM,Amazonas,Zé Açú
AM,Amazonas,Zé Açú,Centro
